# Device/Package xc7v2000tfhg1761 8/18/2011 15:46:50                                                                                                   

!Pin  Pin_Name                      Memory_Byte_Group  Bank  VCCAUX_Group  Super_Logic_Region  I/O_Type  No-Connect
P18   IO_L19P_T3_38                 3                  38    5             2                   HP        NA
P17   IO_L19N_T3_VREF_38            3                  38    5             2                   HP        NA
M17   IO_L20P_T3_38                 3                  38    5             2                   HP        NA
L17   IO_L20N_T3_38                 3                  38    5             2                   HP        NA
N19   IO_L21P_T3_DQS_38             3                  38    5             2                   HP        NA
N18   IO_L21N_T3_DQS_38             3                  38    5             2                   HP        NA
M19   IO_L22P_T3_38                 3                  38    5             2                   HP        NA
M18   IO_L22N_T3_38                 3                  38    5             2                   HP        NA
P20   IO_L23P_T3_38                 3                  38    5             2                   HP        NA
N20   IO_L23N_T3_38                 3                  38    5             2                   HP        NA
L20   IO_L24P_T3_38                 3                  38    5             2                   HP        NA
L19   IO_L24N_T3_38                 3                  38    5             2                   HP        NA
K20   IO_25_VRP_38                  NA                 38    5             2                   HP        NA
J16   IO_0_VRN_39                   NA                 39    5             2                   HP        NA
C16   IO_L1P_T0_39                  0                  39    5             2                   HP        NA
B16   IO_L1N_T0_39                  0                  39    5             2                   HP        NA
B14   IO_L2P_T0_39                  0                  39    5             2                   HP        NA
A14   IO_L2N_T0_39                  0                  39    5             2                   HP        NA
C15   IO_L3P_T0_DQS_39              0                  39    5             2                   HP        NA
C14   IO_L3N_T0_DQS_39              0                  39    5             2                   HP        NA
D13   IO_L4P_T0_39                  0                  39    5             2                   HP        NA
C13   IO_L4N_T0_39                  0                  39    5             2                   HP        NA
D16   IO_L5P_T0_39                  0                  39    5             2                   HP        NA
